Date;Categorie;Description;Marque;quantité;prix actuel;prix avant reduc;pourcentage reduc;prix par unité
02/05/2023;bebe-bio-ecologique;Culottes d'apprentissage T5/Junior (12-18kg) x 36;Tidoo;Pas de quantité;15,90 ¬ ;21,38 ¬ ;-26%;0,44 ¬ /unité
02/05/2023;bebe-bio-ecologique;Couches Ecologiques T5 (12-25kg) x 46;Tidoo;Pas de quantité;16,95 ¬ ;21,48 ¬ ;-21%;0,37 ¬ /unité
02/05/2023;bebe-bio-ecologique;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Maxi Carrés Coton x 80;Tidoo;Pas de quantité;2,95 ¬ ;4,62 ¬ ;-36%;0,04 ¬ /unité
02/05/2023;bebe-bio-ecologique;Couches Ecologiques T4+ (9-20kg) x 48;Tidoo;Pas de quantité;16,95 ¬ ;21,48 ¬ ;-21%;0,35 ¬ /unité
02/05/2023;bebe-bio-ecologique;Lingettes Bébé Sans Parfum Compostables au Calendula x 58;Tidoo;Pas de quantité;3,00 ¬ ;4,25 ¬ ;-29%;0,05 ¬ /unité
02/05/2023;bebe-bio-ecologique;Couches Ecologiques T3 (4-9kg) x 56;Tidoo;Pas de quantité;16,95 ¬ ;21,48 ¬ ;-21%;0,30 ¬ /unité
02/05/2023;bebe-bio-ecologique;Couches T1 2-5kg x 26;Tidoo;Pas de quantité;6,40 ¬ ;7,90 ¬ ;-19%;0,25 ¬ /unité
02/05/2023;bebe-bio-ecologique;5 Céréales (dès 8 mois) Bio;Hipp;250 g;2,91 ¬ ;3,83 ¬ ;-24%;11,64 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait 3 de Croissance Combiotic (dès 10 mois);Hipp;800 g;14,95 ¬ ;aucun;aucun;18,69 ¬ /kg
02/05/2023;bebe-bio-ecologique;Mini-galettes de riz à la pomme Bio (dès 10 mois);Good Goût;40 g;1,80 ¬ ;2,13 ¬ ;-15%;45,00 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Pots Risotto De Légumes Bio (dès 8 mois) - 2x190g;Hipp;380 g;2,98 ¬ ;3,62 ¬ ;-18%;7,84 ¬ /kg
02/05/2023;bebe-bio-ecologique;Family Pads - Rectangles de Coton Bio x 180;Tidoo;Pas de quantité;4,75 ¬ ;5,95 ¬ ;-20%;0,03 ¬ /unité
02/05/2023;bebe-bio-ecologique;Couches Ecologiques T2 (3-6kg) x 58;Tidoo;Pas de quantité;15,30 ¬ ;20,44 ¬ ;-25%;0,26 ¬ /unité
02/05/2023;bebe-bio-ecologique;Lait 2 De Suite Combiotic (dès 6 mois);Hipp;800 g;15,95 ¬ ;aucun;aucun;19,94 ¬ /kg
02/05/2023;bebe-bio-ecologique;Culottes d'apprentissage T4/M (8-15kg) x 38;Tidoo;Pas de quantité;15,90 ¬ ;21,38 ¬ ;-26%;0,42 ¬ /unité
02/05/2023;bebe-bio-ecologique;Brassé Nature Bio;Good Goût;200 g;1,95 ¬ ;2,10 ¬ ;-7%;9,75 ¬ /kg
02/05/2023;bebe-bio-ecologique;Biscuits Epeautre Bebe Demeter (dès 8 mois);Holle;150 g;2,96 ¬ ;3,83 ¬ ;-23%;19,73 ¬ /kg
02/05/2023;bebe-bio-ecologique;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Lingettes à l'Eau Naturelles et Biodégradables x 56;Love and Green;Pas de quantité;2,99 ¬ ;3,35 ¬ ;-11%;0,05 ¬ /unité
02/05/2023;bebe-bio-ecologique;Petits Pots Penne Tomate Courgette Bio (dès 6 mois) - 2x190g;Hipp;380 g;2,98 ¬ ;3,91 ¬ ;-24%;7,84 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Pots Tagliatelles Colin Bio (dès 8 mois) - 2x190g;Hipp;380 g;2,86 ¬ ;3,60 ¬ ;-21%;7,53 ¬ /kg
02/05/2023;bebe-bio-ecologique;Savon à Froid Bébé Frimousse Bio - Choisi en Maternités;Apo;100 g;4,98 ¬ ;5,90 ¬ ;-16%;49,80 ¬ /kg
02/05/2023;bebe-bio-ecologique;Mon Premier Biscuit (dès 6 mois) Bio;Hipp;180 g;2,96 ¬ ;3,76 ¬ ;-21%;16,44 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait de Croissance Optima 3 (10-36 mois) Bio;Babybio;800 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Gourdes Multipack Brassés 2 Variétés Bio (dès 6 mois) - 8x90g;Hipp;720 g;8,72 ¬ ;10,86 ¬ ;-20%;12,11 ¬ /kg
02/05/2023;bebe-bio-ecologique;Carrés Mangue Bio (dès 8 mois);Good Goût;50 g;2,75 ¬ ;3,08 ¬ ;-11%;55,00 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Carotte Maïs Quinoa Bio (dès 12 mois);Babybio;230 g;2,08 ¬ ;2,58 ¬ ;-19%;9,04 ¬ /kg
02/05/2023;bebe-bio-ecologique;Les Biscuits des Bois Bio;Good Goût;80 g;2,98 ¬ ;3,73 ¬ ;-20%;37,25 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Biscuits Noisette Bio - dès 12 mois;Babybio;160 g;3,20 ¬ ;4,07 ¬ ;-21%;20,00 ¬ /kg
02/05/2023;bebe-bio-ecologique;Coupelles Pommes Bananes Fruits Rouges Bio (dès 6 mois) - 4x100g;Hipp;400 g;2,98 ¬ ;3,70 ¬ ;-19%;7,45 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait 1 Pour Nourrissons Combiotic (0 - 6 mois);Hipp;800 g;16,95 ¬ ;aucun;aucun;21,19 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Légumes À La Basquaise Et Poulet du Poitou Bio (dès 15 mois);Babybio;260 g;2,61 ¬ ;2,92 ¬ ;-11%;10,04 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Boudoirs Bio (dès 8 mois);Babybio;120 g;3,32 ¬ ;3,67 ¬ ;-10%;27,67 ¬ /kg
02/05/2023;bebe-bio-ecologique;Liniment oléocalcaire familial;Tidoo;900 mL;12,80 ¬ ;16,98 ¬ ;-25%;14,22 ¬ /L
02/05/2023;bebe-bio-ecologique;Lait Infantile Primea 3 au Lait de Vache Français (10 mois - 3 ans) Bio;Babybio;800 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Gourdes Crème Semoule Cacao Bio (dès 8 mois) - 4x85g;Babybio;340 g;3,99 ¬ ;5,46 ¬ ;-27%;11,74 ¬ /kg
02/05/2023;bebe-bio-ecologique;Couches Ecologiques T6 (16-30kg) x 38;Tidoo;Pas de quantité;16,35 ¬ ;21,48 ¬ ;-24%;0,43 ¬ /unité
02/05/2023;bebe-bio-ecologique;Biscuits Tout Ronds A La Vanille Bio (dès 10 mois);Good Goût;80 g;3,28 ¬ ;3,59 ¬ ;-9%;41,00 ¬ /kg
02/05/2023;bebe-bio-ecologique;Pack Gourde X10 Brassé Poire Vanille Bio (dès 6 mois);Good Goût;900 g;12,70 ¬ ;17,00 ¬ ;-25%;14,11 ¬ /kg
02/05/2023;bebe-bio-ecologique;Couches Taille 4 (7-18 kg) x 40;Pingo;Pas de quantité;13,90 ¬ ;16,73 ¬ ;-17%;0,35 ¬ /unité
02/05/2023;bebe-bio-ecologique;Carré Banane (dès 8 mois) Bio;Good Goût;50 g;2,84 ¬ ;3,18 ¬ ;-11%;56,80 ¬ /kg
02/05/2023;bebe-bio-ecologique;Culottes de Bain T4/M 8-15kg x 12;Tidoo;Pas de quantité;7,95 ¬ ;9,30 ¬ ;-15%;0,66 ¬ /unité
02/05/2023;bebe-bio-ecologique;Petits pots Petits Pois Maïs Riz Bio (dès 6 mois) - 2x200g;Babybio;400 g;3,24 ¬ ;3,79 ¬ ;-15%;8,10 ¬ /kg
02/05/2023;bebe-bio-ecologique;Mini-baguettes à la tomate Bio (dès 10 mois);Good Goût;70 g;2,79 ¬ ;3,13 ¬ ;-11%;39,86 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Pots Gratin Petits Légumes Bio (dès 8 mois) - 2X190g;Hipp;380 g;2,89 ¬ ;2,69 ¬ ;aucun;7,61 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait de Croissance 4 Demeter Bio dès 12 mois;Holle;600 g;11,80 ¬ ;aucun;aucun;19,67 ¬ /kg
02/05/2023;bebe-bio-ecologique;Couches T4 (7-14kg) Hypoallergéniques x 46;Love and Green;Pas de quantité;17,40 ¬ ;19,96 ¬ ;-13%;0,38 ¬ /unité
02/05/2023;bebe-bio-ecologique;Eau Nettoyante Visage et Corps;Babybio;250 g;4,57 ¬ ;5,91 ¬ ;-23%;18,28 ¬ /kg
02/05/2023;bebe-bio-ecologique;Gourde Poire Fleur d'Oranger Bio - dès 6 mois;Babybio;360 g;3,65 ¬ ;4,30 ¬ ;-15%;10,14 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits Pots Carottes Pommes De Terre Saumon Bio (dès 6 mois) - 2x190g;Hipp;380 g;2,95 ¬ ;3,81 ¬ ;-23%;7,76 ¬ /kg
02/05/2023;bebe-bio-ecologique;Risotto De Courgettes Au Chèvre Bio (dès 8 mois);Good Goût;190 g;2,95 ¬ ;3,44 ¬ ;-14%;15,53 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits pots Carottes Butternut et Riz Bio (dès 6 mois) - 2x200g;Babybio;400 g;3,18 ¬ ;3,37 ¬ ;-6%;7,95 ¬ /kg
02/05/2023;bebe-bio-ecologique;Céréales Bananes Cacao (dès 8 mois) Bio;Hipp;250 g;2,98 ¬ ;4,02 ¬ ;-26%;11,92 ¬ /kg
02/05/2023;bebe-bio-ecologique;Céréales en Poudre Vanille Bio - Dès 6 Mois;Bébé Mandorle;400 g;8,85 ¬ ;12,24 ¬ ;-28%;22,12 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Légumes Du Potager Dinde Romarin Bio (dès 12 mois);Hipp;230 g;2,87 ¬ ;3,60 ¬ ;-20%;12,48 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petit Pot Pomme Clémentines Bio - dès 6 mois;Babybio;260 g;2,67 ¬ ;3,27 ¬ ;-18%;10,27 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Fondue De Pommes De Terre Légumes Verts Saumon Bio (dès 12 mois);Hipp;230 g;2,47 ¬ ;2,89 ¬ ;-15%;10,74 ¬ /kg
02/05/2023;bebe-bio-ecologique;Crème de Change Réparatrice sans Zinc Certifiée Cosmos Organic;Tidoo;75 g;5,22 ¬ ;6,90 ¬ ;-24%;69,60 ¬ /kg
02/05/2023;bebe-bio-ecologique;Pack Gourde X10 Fraise Banane Bio (dès 6 mois);Good Goût;1,2 kg;12,99 ¬ ;16,50 ¬ ;-21%;10,83 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait Infantile Chèvre 3ème Âge (à partir de 10 mois) Bio;Holle;800 g;22,60 ¬ ;aucun;aucun;28,25 ¬ /kg
02/05/2023;bebe-bio-ecologique;Délices de Lait Fromage Blanc Nature Sucré Bio (dès 6 mois) - 4x100g;Hipp;400 g;2,92 ¬ ;3,79 ¬ ;-23%;7,30 ¬ /kg
02/05/2023;bebe-bio-ecologique;Menu Maïs doux et Poulet fermier du Poitou Bio (dès 8 mois) - 2x200g;Babybio;400 g;3,41 ¬ ;4,10 ¬ ;-17%;8,53 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Carotte Pomme de terre Cabillaud - dès 15 mois;Babybio;260 g;2,30 ¬ ;2,66 ¬ ;-14%;8,85 ¬ /kg
02/05/2023;bebe-bio-ecologique;Bioliniment Oléo calcaire;Tidoo;450 mL;7,10 ¬ ;10,06 ¬ ;-29%;15,78 ¬ /L
02/05/2023;bebe-bio-ecologique;Petits pots Carotte Patate douce et Blé Bio (dès 6 mois) - 2x200g;Babybio;400 g;3,18 ¬ ;3,82 ¬ ;-17%;7,95 ¬ /kg
02/05/2023;bebe-bio-ecologique;Assiette Spaghetti Tomates Mozzarella Bio (dès 12 mois);Hipp;230 g;2,57 ¬ ;3,15 ¬ ;-18%;11,17 ¬ /kg
02/05/2023;bebe-bio-ecologique;Bols Menu Haricots Verts Panais Et Blé Bio (dès 12 mois) - 2x200g;Babybio;400 g;3,27 ¬ ;3,73 ¬ ;-12%;8,17 ¬ /kg
02/05/2023;bebe-bio-ecologique;Artichauts Panais Pâtes Parmesan Bio (dès 6 mois);Good Goût;190 g;2,98 ¬ ;3,47 ¬ ;-14%;15,68 ¬ /kg
02/05/2023;bebe-bio-ecologique;Petits pots Pomme Abricot Céréale Bio (dès 4 mois) - 2x130g;Babybio;260 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Caprea 3 Lait de Croissance De Chèvre (10-36 mois) Bio;Babybio;800 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Bio-Liniment Certifié Bio;Love and Green;500 mL;7,98 ¬ ;10,15 ¬ ;-21%;15,96 ¬ /L
02/05/2023;bebe-bio-ecologique;Petits Pots Légumes Verts Bio (dès 4 mois) - 2x130g;Babybio;260 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Mes Premières Céréales (dès 4/6 mois) Bio;Hipp;250 g;aucun;aucun;aucun;aucun
02/05/2023;bebe-bio-ecologique;Gourdes Pomme Poire Pêche Bio (dès 6 mois) - 4x90g;Babybio;360 g;3,67 ¬ ;4,20 ¬ ;-13%;10,19 ¬ /kg
02/05/2023;bebe-bio-ecologique;Lait Infantile Nourrisson Chèvre 1er Âge (jusqu'à 6 mois) Bio;Holle;800 g;22,60 ¬ ;aucun;aucun;28,25 ¬ /kg
02/05/2023;bebe-bio-ecologique;Gel Corps et Cheveux Sans Parfum Certifié Bio;Love and Green;500 mL;6,55 ¬ ;7,50 ¬ ;-13%;13,10 ¬ /L
02/05/2023;bebe-bio-ecologique;Assiette Petites Lasagnes Aux Légumes Bio (dès 18 mois);Hipp;260 g;2,88 ¬ ;3,36 ¬ ;-14%;11,08 ¬ /kg
